description,label,count_of_important_words,description_length,count_of_characters,average_length_of_words,number_of_punctuation,number_of_nouns,number_of_noun_phrases,number_of_verbs,number_of_adj,count_of_sentences,number_of_characters_in_largest_sentence,number_of_characters_in_smallest_sentence,number_of_nouns_in_largest_sentence,number_of_verbs_in_largest_sentence,number_of_adjectives_in_largest_sentence,count_of_stopwords,count_title_case_words,automated_readability_index,count_of_adverbs,lexical_density
"Let this cherry eau de vie sit in the glass to coax out more warm cherry aroma. Made with Oregon and Washington cherries, it's somewhat perfumy, with a mild flavor and silky feel.",spirits_taster,3,34,179,5.264705882352941,4,9,6,5,4,2,20,18,3,2,3,11,4,11.866764705882353,2,58.82352941176471
"Presenting a soft golden hue in the glass, this eau de vie wafts a rich, bold aroma that suggests peach nectar. The palate is lighter, mixing ripe peach flesh, white flowers and honey. Add a small dose to sparkling wine for a riff on the classic Bellini.",spirits_taster,3,47,254,5.404255319148936,7,15,11,7,10,3,24,15,7,3,5,15,3,11.85737588652482,0,68.08510638297872
"This clear eau de vie mixes pear and malty notes in the aroma. On the palate, the pear flavor fades quickly, leaving behind a slight bitterness on the finish and alcohol heat around the edges of the tongue, plus a slight saline note.",spirits_taster,4,43,233,5.4186046511627906,5,18,9,2,3,2,34,14,12,1,2,15,2,14.841627906976747,2,58.139534883720934
"A variation on the Scandinavian holiday punch made with grain neutral spirit instead of wine, this cheery yellow liqueur is light on the palate, and packed with honey, clove, cardamom and cinnamon. Traditionalists will miss the warmth and weight that wine provides, but bartenders don't seem to care; they are using the liqueur to spice up wintry whiskey and rum cocktails.",spirits_taster,4,62,373,6.016129032258065,8,22,8,13,4,2,37,33,12,4,4,24,2,22.40596774193549,2,66.12903225806451
"Made with a whopping 40 pounds of Pacific Northwest berries per bottle, this clear eau de vie has a malty, funky aroma, with just a berry-ish tinge. On the palate, flavors are on the floral, waxy side, with faint berry notes woven throughout.",spirits_taster,3,44,242,5.5,9,15,9,4,6,2,33,20,10,2,3,15,4,15.475000000000001,1,59.09090909090909
"A new entry for agave-lovers, this is made with 100% henequen, a type of wild agave that grows extensively in the Yucátan Peninsula. This “reposado” version is aged in white-oak barrels for a few months, creating a light gold color and honey-like note. The slightly smoky-agave-pear-vanilla scent is reminiscent of mezcal. On the tongue, it's quite spicy and jalapeño peppery, with just a touch of honey sweetness.",spirits_taster,4,76,414,5.447368421052632,18,25,14,9,11,4,29,15,7,3,3,28,5,13.727105263157895,4,64.47368421052632
"Distilled from wild raspberries from the Carpathian mountains, this eau de vie has a light, faint berry scent and flavor, marked by a slight bitterness similar to that found in some flavored vodkas. The finish exhales more waxy berry, plus a flicker of alcohol heat.",spirits_taster,3,45,266,5.911111111111111,6,15,10,6,7,2,37,14,9,5,6,17,3,17.66133333333334,0,62.22222222222222
"In this 100% henequen liqueur, the expression is clear, with a slightly sweet, almost neutral aroma. On the palate, a fleeting, honey-like sweetness yields to peppery spice; the flavor otherwise is mild, almost neutral. Fun fact: Similar to sisal, henequen also yields fibers used to make rope or twine.",spirits_taster,4,50,303,6.06,14,14,8,8,9,3,25,18,7,1,4,15,3,15.445933333333329,5,72.0
"Despite the warm, juicy, grapy aroma and fruity palate, a strong alcohol presence dominates throughout. Even the fade-out mingles alcohol sting on the tip of the tongue with pleasant, lingering grape flavors.",spirits_taster,2,33,208,6.303030303030303,7,13,5,3,4,2,21,19,7,2,1,9,2,16.507272727272728,1,63.63636363636363
"A total of 33 pounds of cherries are used to produce one bottle of this clear Black Forest cherry brandy. The light, sweet aroma shows a faint cherry scent, but there's not much cherry on the palate. Instead, rather soapy, floral flavors come forward, though a flicker of fruit emerges on the finish.",spirits_taster,10,54,300,5.555555555555555,8,15,11,7,7,3,21,20,5,2,4,17,3,13.736666666666665,5,62.96296296296296
"Distilled in 1972 and bottled in 2012, this 40-year-old blended Scotch is special. The nut-brown hue and rich aromas of sweet spice and brown sugar hint at what's to come. It delivers bold, complex flavor: rounded toffee, allspice, leather, tea and oak, with a mouthwatering saline note and a long but gentle finish.",spirits_taster,5,57,316,5.543859649122807,12,16,9,8,11,3,30,17,9,3,4,18,3,14.181578947368422,0,61.40350877192983
"This golden blended Scotch is remarkably complex, showing creamy vanilla, crème brûlée and almond before tapering to dry, warm notes of cedar, sandalwood and clove. Finishes long and feather-light, with just a trace of smokiness.",spirits_taster,4,39,229,5.871794871794871,8,10,6,5,8,2,30,14,6,5,6,12,3,15.976153846153842,2,64.1025641025641
"Amber and bright in the glass, this 18-year-old blended whisky melds vanilla, cigar wrapper and chamomile tea notes with nutmeg and cinnamon spice, plus a delicate puff of sweet smoke. Feels light and silky, finishes long and gently.",spirits_taster,4,40,233,5.825,7,12,7,3,9,2,36,10,11,2,7,11,1,16.00575,2,65.0
"Scented with honey and dried apricots, this blended Japanese whisky is remarkably soft for a 21-year-old bottling, with just the evidence of oak tannins as a reminder of age. Complex flavors included mellow, rounded vanilla and caramel, peach and apricot, orange peel, plus a light cover of smoke fading to toffee and citrus on the long finish.",spirits_taster,5,59,344,5.830508474576271,9,19,11,6,10,2,34,33,9,3,4,21,3,20.781694915254235,2,62.71186440677966
"A limited-edition bottling to commemorate the brand's 75th anniversary, this luscious, full-bodied whisky mixes creamy mouth-coating vanilla, baked apple, crème brûlée and butterscotch, finishing long, warm and spiced. Consider this mellow, balanced whisky for a dessert pairing or post-prandial sipper.",spirits_taster,1,48,303,6.3125,13,16,9,6,11,2,42,16,11,5,8,10,1,20.301875000000003,1,70.83333333333334
"Aged 18 years, this “private blend,” added to the line-up in 2013, is supple and smooth. It has a vibrant topaz tint and bold orange peel and honey notes underpinned by light smokiness. The smoky notes gently crest with each additional sip.",spirits_taster,3,43,240,5.5813953488372094,9,12,7,5,10,4,18,10,6,2,4,15,1,10.233372093023256,1,65.11627906976744
"Velvety and complex, this blended whisky mixes light smoke and butterscotch aromas. On the palate, look for bold toffee and oak, baked apple and cedar-clove spice wrapped in moderate peatiness, which also winds into the drying finish.",spirits_taster,5,38,234,6.157894736842105,7,15,8,5,6,2,31,14,9,4,4,12,2,17.073684210526316,1,71.05263157894737
"Possibly one of the best-balanced whiskies around—which is what blending is all about—this honey-hued Scotch measures out fruit, smoke, oak and spice. The fresh, enticing scent incorporates fresh apple, orange peel and milky caramel. On the palate, light smokiness up front gives way to more vanilla and fruit, winding into the long baking-spice finish.",spirits_taster,7,59,353,5.983050847457627,14,20,9,8,10,3,33,15,8,5,1,18,4,16.583502824858755,4,71.1864406779661
"Intended for mixing, so bring on the whisky sours and the Blood & Sands. Or drink this blended Scotch straight if you choose, to enjoy mouthwatering butterscotch and juicy orange, balanced by oaky tannins into the finish.",spirits_taster,2,36,221,6.138888888888889,6,7,7,9,2,2,26,16,4,6,2,15,4,16.484166666666667,1,52.77777777777778
"Featured as a blend of Johnnie Walker's rarest whiskies, this Scotch billows with sweet cigar smoke from the very first sip. Underneath that, look for vanilla, oak and dry cocoa, finishing dry and spicy with cigar wrapper, allspice and clove, plus a mouthwatering saline note.",spirits_taster,5,46,276,6.0,8,13,8,6,6,2,30,24,8,4,3,14,4,18.33,1,56.52173913043478
"This five-year-old Speyside single malt is certified organic by the Soil Association Certification—a distinction not often seen on Scotch labels. The spirit inside has an enticing apple and pear aroma. The palate is relatively hot, leading with oak and spice into a long vanilla finish. Adding water softens the profile to vanilla cream, plus hint of lemon and ginger on long, drying finish.",spirits_taster,6,66,391,5.924242424242424,10,22,9,9,6,5,21,9,8,3,0,21,6,13.073181818181816,5,63.63636363636363
"This Islay single malt has a straw hue and saline, seaweed and peat aromas underpinned by light vanilla and coconut. The palate is distinctly smoky, and has a mouthwatering saline quality, with a pepper and jalapeño finish. Faint vanilla and pineapple notes play underneath. Keep a light hand on the water, this washes out easily.",spirits_taster,8,56,330,5.892857142857143,8,20,10,8,5,4,22,8,9,2,2,21,4,13.325357142857143,3,64.28571428571429
"Fresh apple and pear aromas lead the nose on this Speyside single malt. The palate shows oak and rounds into mouthwatering hints of espresso, cocoa, cigar wrapper and clove. Water mellows the alcohol a bit, but the cocoa-coffee-spice trinity remains firmly in place.",spirits_taster,3,45,266,5.911111111111111,8,20,9,8,2,3,20,14,8,2,0,14,4,13.911333333333339,1,68.88888888888889
"Look for a straw hue and unmistakably peaty, smoky scent. On the palate, fruity sweetness leads at first, quickly morphing into a billow of pungent peat smoke. Quite drying, and finishes fiery. Water tamps down the alcohol heat and brings more orchard fruit forward. Released in 2016 to honor Alfred Barnard, considered to be the first whiskey writer, as part of the 200th anniversary of Lagavulin.",spirits_taster,2,66,398,6.03030303030303,11,19,11,11,7,5,25,7,4,4,2,23,7,13.57272727272727,4,62.121212121212125
"This easy-sipping Highlands single malt was finished in oloroso sherry casks, and has no age statement. A surprising cherry scent mixes with fresh-cut apple and a hint of sherry. Meanwhile, the silky palate shows mellow vanilla and cinnamon, freshened with a hint of apple. Sip or mix.",spirits_taster,3,49,285,5.816326530612245,9,18,9,6,6,4,20,4,5,4,3,17,4,12.089897959183673,2,65.3061224489796
"This Highlands single malt has a golden hue and mild, fresh pear and vanilla scent. The palate leads with oak and a faint resiny note, finishing with vanilla custard and cinnamon heat. Dilution brings more vanilla and less fire. Limited edition; 3,000 bottles in the U.S.",spirits_taster,5,48,271,5.645833333333333,6,18,12,4,8,4,19,8,8,2,1,15,6,11.161875000000002,0,62.5
"This limited-edition single malt scotch is scented with white flowers, fresh pear and honey. The palate is relatively drying and herbaceous, starting with cedar, oak and cigar wrapper, winding into earthy hints of sarsaparilla, chamomile tea and lemon peel.",spirits_taster,2,40,257,6.425,8,17,6,6,6,2,30,18,11,4,2,12,2,18.83175,1,75.0
"Look for a pleasantly peaty aroma; smoke intertwined with mellow vanilla. The palate shows cocoa and a salted caramel core, but it's mostly about the smoke. The palate closes with a clove and cayenne sizzle. Water coaxes some caramel sweetness forward.",spirits_taster,3,42,252,6.0,6,16,9,6,2,4,18,7,5,3,0,14,4,12.079999999999998,3,64.28571428571429
"The mild aroma suggests sherry, golden raisins and vanilla, which are echoed on the palate alongside a ribbon of smoke that winds into the clove and cinnamon-spiced finish. Water gives the vanilla more power and brings out a nice butterscotch richness.",spirits_taster,4,42,252,6.0,5,14,9,8,6,2,33,14,9,6,4,17,2,17.33,0,66.66666666666666
"The earthy scent of this whisky suggests oak and hints of vanilla and caramel. On the palate, look for drying, oaky flavors: Tea, cigar wrapper, espresso, plus clove and black pepper on the biting finish. Dilution coaxes out a mellow honeyed note and faint puff of smoke, but overall it's dry as a bone.",spirits_taster,7,55,303,5.509090909090909,10,19,9,6,8,3,28,15,8,3,3,19,4,13.68448484848485,1,61.81818181818181
"Muted aromas offer pear and an earthy hint. Meanwhile, the palate leads with vanilla sweetness touched by peat smoke. The smokiness amps up with repeated sips, bringing dark chocolate and black pepper, plus clove heat on the finish. Water softens it all, integrates the smoke and chocolatiness, dials back the heat.",spirits_taster,5,51,315,6.176470588235294,9,18,11,10,4,4,22,9,5,4,3,15,4,14.036176470588238,2,66.66666666666666
"This rum-cask-finished single malt is amber in the glass and has vanilla, oak and baked apple aromas, which are echoed on the palate alongside a cedar note and a clove and cinnamon-spiced finish. Water brings more vanilla forward, along with a hint of sarsaparilla.",spirits_taster,6,47,265,5.638297872340425,8,18,9,6,6,2,42,13,14,5,5,19,2,16.876382978723406,1,65.95744680851064
"Look for a mild, earthy aroma that hints at cedar and vanilla. The palate is relatively oaky, with an assertive alcohol tingle up front. Cedar, vanilla, and a hint of butterscotch richness wind into a big, drying finish. Adding water tames the alc  ohol heat to a simmer and coaxes almond and stone fruit notes forward. Highland single malt.",spirits_taster,6,59,341,5.779661016949152,10,24,8,6,7,5,20,4,9,2,1,20,4,11.69220338983051,2,66.10169491525424
"The relatively sweet aroma suggests honey, coconut, marzipan and a peachy hint. But the palate is oaky and drying, leaning toward cedar and chamomile, plus just a hint of honey into the finish. Water brings out whispers of almond and stone fruit. Speyside.",spirits_taster,4,43,256,5.953488372093023,8,16,5,6,3,4,24,2,6,3,1,16,4,11.98593023255814,2,62.7906976744186
"This wild strawberry liqueur reads like a glassful of strawberry jam, with a deep garnet hue and concentrated fruit flavor that goes down sweet and warming. Splash this easy-drinking, dessert-like cordial into Champagne or sip as a sweet ending to a meal.",spirits_taster,6,44,255,5.795454545454546,6,12,6,7,8,2,28,22,8,4,5,16,3,16.86659090909091,0,61.36363636363637
